etf_code,strategy_name,outcome,observations,pearson_r,pearson_p_value,spearman_rho,spearman_p_value,mean_iv_rv_spread,mean_outcome
159915,D40_Q100,premium_net_income,44,-0.6226837972927212,6.379011863829793e-06,-0.027906976744186046,0.8572940916394429,-0.02100994090735486,0.017575575681636094
159915,D40_Q100,final_net_option,44,-0.11735921360152787,0.44803831856779036,-0.13051444679351654,0.39842787404085933,-0.02100994090735486,-0.01020512042740475
159915,D40_Q100,covered_call_strategy,44,-0.2144495933889626,0.1621520474826374,-0.21634954193093725,0.1583756609366852,-0.02100994090735486,0.00668837656703552
159915,D30_Q100,premium_net_income,44,-0.4772892964514921,0.0010529471942236368,-0.16659619450317123,0.2797700319103215,-0.014541015632852707,0.012765634977267869
159915,D30_Q100,final_net_option,44,-0.06941690755094546,0.6543375301850503,-0.14094432699083861,0.3614681800045223,-0.014541015632852707,-0.009968454543914401
159915,D30_Q100,covered_call_strategy,44,-0.10365865472422808,0.503108710262506,-0.025792811839323464,0.8680056217465164,-0.014541015632852707,0.0069250424505258815
159915,D20_Q100,premium_net_income,44,-0.4758273827572308,0.0010964282279830534,0.00042283298097251583,0.9978265572660832,-0.004545083138342395,0.007768605767944395
159915,D20_Q100,final_net_option,44,-0.055931362179585754,0.718392122217198,-0.14587737843551796,0.3447345782151958,-0.004545083138342395,-0.007418009763325442
159915,D20_Q100,covered_call_strategy,44,-0.03390111977456075,0.8270679739221478,-0.053417899929527835,0.7305608287865131,-0.004545083138342395,0.009475487231114837
159915,D10_Q100,premium_net_income,44,-0.08702585520510822,0.5743114226303572,0.11035940803382663,0.47575289248771424,0.012962184833129886,0.00418538442605485
159915,D10_Q100,final_net_option,44,-0.029948706654683372,0.8469735221455471,-0.15095137420718815,0.3280288253492485,0.012962184833129886,-0.007665278148389657
159915,D10_Q100,covered_call_strategy,44,-0.016013176054166973,0.9178296046863128,-0.03354474982381959,0.8288585687399017,0.012962184833129886,0.009228218846050639
159915,ALL_STATIC_STRATEGIES,premium_net_income,264,-0.322180017298906,8.632236375004078e-08,-0.22090461438121634,0.0002980036041162718,-0.014091966832673258,0.0157848410407338
159915,ALL_STATIC_STRATEGIES,final_net_option,264,-0.07687591407335108,0.21313108060670521,-0.0858209685308984,0.1644149405351533,-0.014091966832673258,-0.010019272249096633
159915,ALL_STATIC_STRATEGIES,covered_call_strategy,264,-0.12787293455716822,0.03786051414190513,-0.1395023642589271,0.02339110301215551,-0.014091966832673258,0.00687422474534364
588000,ATM_Q100,premium_net_income,35,-0.3731437350157165,0.027257817390835208,0.0442577030812325,0.8006958417410899,-0.018234460971000142,0.030656909950367357
588000,ATM_Q100,final_net_option,35,-0.1227182900019367,0.4824884026764043,-0.26246498599439777,0.1277042247039941,-0.018234460971000142,-0.018276346105465933
588000,ATM_Q100,covered_call_strategy,35,-0.22744215906966334,0.18884701036159493,-0.06946778711484594,0.6917133185244978,-0.018234460971000142,0.004693257197166271
588000,D50_Q100,premium_net_income,35,-0.6415536328179242,3.2777686156374335e-05,-0.38795518207282914,0.021287798819189397,-0.013573539089460662,0.026365964042503333
588000,D50_Q100,final_net_option,35,-0.1215072390575299,0.48685291318770396,-0.3257703081232493,0.05616504918984466,-0.013573539089460662,-0.016676419464613554
588000,D50_Q100,covered_call_strategy,35,-0.18395665581898296,0.29012896882674244,-0.008123249299719889,0.9630606577446678,-0.013573539089460662,0.006293183838018663
588000,D40_Q100,premium_net_income,35,-0.5125429197326008,0.0016440464210316433,-0.19719887955182075,0.25617912885083793,-0.004122270686271139,0.021431500503214386
588000,D40_Q100,final_net_option,35,-0.07507803912634343,0.6681833623518999,-0.26134453781512607,0.12939838418100916,-0.004122270686271139,-0.019936832637455656
588000,D40_Q100,covered_call_strategy,35,-0.09251458392908433,0.5970952873655058,0.06162464985994398,0.725085434937819,-0.004122270686271139,0.0030327706651765802
588000,D30_Q100,premium_net_income,35,-0.49425501595130555,0.0025457377874097543,-0.06358543417366948,0.7166927705619259,0.01223046447346658,0.013898243244441751
588000,D30_Q100,final_net_option,35,-0.11542646851374155,0.5090712242137798,-0.17338935574229694,0.3192002963731845,0.01223046447346658,-0.016835898442818124
588000,D30_Q100,covered_call_strategy,35,0.04073525637491913,0.8162761980028297,0.11400560224089636,0.514334862597206,0.01223046447346658,0.006133704859814126
588000,D20_Q100,premium_net_income,35,-0.40244300525640164,0.016541302755629452,0.06974789915966387,0.6905315191038974,0.028779107667392723,0.008959351058148175
588000,D20_Q100,final_net_option,35,-0.044169688587807635,0.8010842509610214,-0.07338935574229692,0.6752344559172725,0.028779107667392723,-0.015018156718795124
588000,D20_Q100,covered_call_strategy,35,0.12763411405788347,0.46498252835965903,0.19915966386554623,0.2513859523019399,0.028779107667392723,0.007951446583837113
588000,D10_Q100,premium_net_income,35,-0.3105644622112666,0.06940218508234355,0.20868347338935572,0.2289564495756616,0.06031185451100318,0.004685148673553714
588000,D10_Q100,final_net_option,35,-0.041559921131345635,0.8126221229552006,0.1131652661064426,0.517460559127039,0.06031185451100318,-0.01080992739051716
588000,D10_Q100,covered_call_strategy,35,0.17466005443360966,0.3156116020335098,0.2481792717086835,0.15056815210910257,0.06031185451100318,0.012159675912115097
588000,ALL_STATIC_STRATEGIES,premium_net_income,210,-0.4413136872587846,2.0222273768269516e-11,-0.3422370185008919,3.69078160778576e-07,0.010898525984188423,0.017666186245371456
588000,ALL_STATIC_STRATEGIES,final_net_option,210,-0.08116942408781018,0.2415306673958075,-0.2871069135525691,2.3890303142766162e-05,0.010898525984188423,-0.016258930126610928
588000,ALL_STATIC_STRATEGIES,covered_call_strategy,210,0.024154225866810944,0.7278480392282177,0.037597249067115215,0.5879731578405907,0.010898525984188423,0.006710673176021308
