date,159915__159915_DTE30_D40_Q100_Hold__daily_return,159915__159915_DTE30_OTM5up_Q100_Hold__daily_return,159915__159915_DTE30_OTM5up_Q50_Hold__daily_return,159915__159915_ETF_BuyHold__daily_return,510300__510300_DTE30_ATM_Q100_Hold__daily_return,510300__510300_DTE30_D40_Q100_Hold__daily_return,510300__510300_DTE30_D40_Q50_Hold__daily_return,510300__510300_DTE30_D40_Q70_Hold__daily_return,510300__510300_ETF_BuyHold__daily_return,510500__510500_DTE30_D40_Q100_Hold__daily_return,510500__510500_DTE30_OTM5up_Q100_Hold__daily_return,510500__510500_DTE30_OTM5up_Q50_Hold__daily_return,510500__510500_ETF_BuyHold__daily_return
2022-10-31,0.004730408074509418,0.005750202943678229,0.00630445675304625,0.006858710562414272,-0.008435474467640147,-0.009747991428431413,-0.010284650542184637,-0.010069986896683347,-0.01082130965593786,0.0042245955060977725,0.005098335173097324,0.005577373158446974,0.006056411143796625
2022-11-01,0.02623104714362623,0.02921689229775648,0.03118428629420067,0.03315168029064486,0.025991266437300986,0.0320623574756258,0.03538601744749026,0.034056553458744476,0.038709677419354716,0.017355275397393122,0.022860406475163852,0.023900103478380008,0.024939800481596164
2022-11-02,0.010486386343858456,0.01115379344670453,0.012170303316758946,0.013186813186813362,0.003957414025382189,0.007840670357377011,0.008511207444419022,0.008242992609602217,0.009181744531461034,0.0057087242163209595,0.007220861595215844,0.007218418715043695,0.007215975834871546
2022-11-03,0.00116747586076138,0.0017303150812921775,0.001732836499431345,0.0017353579175705125,-0.000938527293540159,-0.005052776990861818,-0.0065403034004349325,-0.005945292836605687,-0.008027829810008047,0.0003495680736882445,0.00018296993065525236,0.0003414016597628189,0.0004998333888703854
2022-11-04,0.017059822513493472,0.020382449898793675,0.026215477872740256,0.03204850584668684,0.010682421825272348,0.018755286596028098,0.026507397816492584,0.023406553328306788,0.03425950903695707,0.010533298402053859,0.01849321292433448,0.021902726362250546,0.025312239800166614
2022-11-07,4.246497907889335e-05,-0.0003808850388651308,-0.0010297207401627206,-0.0016785564414603105,0.0002390091064858879,-0.00021100288524034116,-0.00010550144262017058,-0.00014770201966823882,0.0,-0.0008892089162757522,-0.0017634908026116225,-0.0021810794925840593,-0.002598668182556496
2022-11-08,-0.0012738952764240752,-0.00177814078192573,-0.004251827852081003,-0.006725514922236275,5.310044328510344e-05,-0.0009497133758435972,-0.0034743350395128325,-0.0024644863740451387,-0.005998956703182068,0.001615185752294801,0.0022409726750514114,0.0016090061225769725,0.0009770395701025336
2022-11-09,-0.007057878193905243,-0.009669958792827726,-0.01266401028934655,-0.015658061785865374,-0.0020973561392229056,-0.004489020891335627,-0.007492476858682762,-0.006291094471743908,-0.010495932826029897,1.6454909532725992e-05,-0.001370954769460031,-0.0020682657367717128,-0.0027655767040833945
2022-11-10,-0.01044797110570772,-0.012291127386314993,-0.014314093357817914,-0.016337059329320835,-0.0013568351729137396,-0.0027055578404699965,-0.004137186239248525,-0.0035645348797371137,-0.005568814638027053,-0.0005594577182916893,-0.0016997027873559833,-0.0025627388325034084,-0.0034257748776508334
2022-11-11,0.014020016126047974,0.015956171172774702,0.017156407264709128,0.018356643356643554,0.006766752621297556,0.014096429444903746,0.020114881389118544,0.017707500611432628,0.026133333333333342,0.0027329990337692234,0.005271501307856141,0.005582223071672332,0.005892944835488523
2022-11-14,-0.0067423929857945986,-0.008578314269061305,-0.010297740825517765,-0.012017167381974225,0.0010584679433325306,0.0008917290517471699,0.0007057397857488379,0.0007801354921481707,0.0005197505197505059,0.0007224349683745412,0.00022799383921578986,-0.0006996727305141337,-0.0016273393002440573
2022-11-15,0.016068179606073096,0.019500497133534855,0.02256519209413499,0.025629887054735123,0.0018767940730526345,0.005240791644112841,0.012360655562316136,0.00951270999503482,0.01948051948051943,0.00469243731363167,0.012504239718779564,0.014891076664605762,0.01727791361043196
2022-11-16,-0.0062156930477663686,-0.007938124179876827,-0.010534076914165469,-0.013130029648454111,-0.0007651418471407156,-0.0010687611326297697,-0.00422864808223844,-0.002964693302394972,-0.00738853503184711,-0.0005062453033499725,-0.002058302445932081,-0.0033524968406555278,-0.004646691235378975
2022-11-17,-0.0013189908537133421,-0.0033623922050048938,-0.004685487947996059,-0.006008583690987224,0.0008977497611788454,0.0004958094511380295,-0.0019338201204268657,-0.0009619682918009078,-0.004363449691991761,0.0004738241873063487,0.0022075706848019294,0.0021501472226327367,0.002092723760463544
2022-11-18,0.0018745886156701363,0.001110343503126332,0.00033928228696905594,-0.00043177892918822014,0.0007386602007166676,0.0013562797257555825,-0.0009975497478466044,-5.601795840573e-05,-0.0033513792214487914,0.00017964129748304636,0.0009003770135804778,-0.0005136669148964601,-0.001927710843373398
2022-11-21,0.004124883352445208,0.0030287289444150822,0.002378295357736704,0.0017278617710583255,0.0,-0.0007814092630101799,-0.004658681868959791,-0.003107772826579947,-0.008535954474909402,0.0009796856306376611,0.0012047773179562071,3.905371611639952e-05,-0.001126669885723408
2022-11-22,-0.016389404457532675,-0.019138204930792435,-0.019487170598212034,-0.019836136265631632,0.0016080362163501949,0.002319993678147725,0.0008991045875736958,0.0014674602238033073,-0.0005217845030003332,-0.0002120574703150524,-0.007941962002829928,-0.009288415741988687,-0.010634869481147446
2022-11-23,-0.0018929104477609648,-0.0019233644912322045,-0.0018415766582866033,-0.0017597888253410021,-0.002316760673947149,0.0005449010324578563,0.0006639931943808186,0.0006163563296116336,0.000783085356303781,-0.00034216395588715365,-0.0015909894878103348,-0.0016912602162179047,-0.0017915309446254746
2022-11-24,0.0002204751234498037,-0.00030861797849190964,-0.0012561159526660592,-0.002203613926840209,-0.0022709679844417074,-0.002922601488478338,-0.0038087185846147897,-0.0034542717461602092,-0.0046948356807512415,0.0005549568006937289,0.0005711331021287513,0.00036714592779796273,0.00016315875346717412
2022-11-25,-0.006436454526635882,-0.007453219964124513,-0.00858526722587849,-0.009717314487632467,0.0035057742587478735,0.003873329307775508,0.0046882369809317925,0.004362273911669279,0.005503144654088077,-0.0034583996125288063,-0.004599074310717377,-0.004909651347854593,-0.00522022838499181
2022-11-28,-0.0013311268869860005,-0.0020883539454235045,-0.0030513134579927548,-0.004014272970562005,-0.005579214350156514,-0.007012874555772819,-0.009370393493680074,-0.008427385918517171,-0.011727912431587328,-0.0021444463015094506,-0.00337512994864686,-0.003901405577799999,-0.004427681206953138
2022-11-29,0.011285229715849221,0.013090658352584494,0.014382319771903518,0.01567398119122254,0.011063729045605264,0.016540198688480556,0.023565457994029315,0.020755354271809814,0.030590717299578074,0.010072669222893627,0.014236703810489804,0.015354227378807761,0.01647175094712572
2022-11-30,-0.0006150792251699011,-0.0006592605772919313,-0.0009910059500215507,-0.00132275132275117,0.0017373421336193129,0.0016271071925948455,0.0011973816413332061,0.001369271861837862,0.0007676560900715668,0.00021113825771612582,-0.0011832461359273516,-0.0017259611006974485,-0.0022686760654675453
2022-12-01,0.016441514992408868,0.017679839092353822,0.018994444932490362,0.020309050772626902,0.004322879773077437,0.006420500632735138,0.00896325466308201,0.007946153050943261,0.011506008693428882,0.00461158517882021,0.005322801370238439,0.005341277248380627,0.005359753126522815
2022-12-02,0.0015570061807304025,0.001858273097734786,0.002010919326885574,0.002163565556036362,-0.0011340599306856047,-0.0015628593896045428,-0.003688406438988323,-0.0028381876192348113,-0.005813953488372103,-6.46537476626241e-05,-0.0015496446333944647,-0.001986453980671432,-0.0024232633279483995
2022-12-05,-0.0001727317423573238,-0.0007333034303694808,-0.0010143201089670706,-0.0012953367875646604,0.005263883783767298,0.007903510961534632,0.012977944140823205,0.010948170869107775,0.01805237732011178,0.004817015638974631,0.006143530295938504,0.006553546524487475,0.006963562753036445
2022-12-06,0.002591423756501454,0.0032375362892742565,0.0029157850058563195,0.0025940337224383825,0.0013347483376930924,0.002393195838716222,0.004068725791486094,0.0033985138103781454,0.005744255744255966,0.0005952186567907969,0.00027316395379251013,-0.00010465314693780536,-0.00048247024766812086
2022-12-07,0.00766801939000894,0.008734652800885812,0.009541970643651143,0.010349288486416475,-7.690206688415469e-05,-0.0001269937301291435,-0.0015534397505873598,-0.0009828613424040732,-0.002979885771045576,0.0002250838960029533,-0.0006104350302190698,-0.000948821698536717,-0.0012872083668543643
2022-12-08,-0.0013680302572380842,-0.0010237264166225168,-0.0015788713175728386,-0.0021340162185231604,0.00020508795004459124,0.000762059157509265,0.0015018265899626737,0.0012059196169813104,0.0022415940224160824,-6.429521275508332e-05,-0.0008197684822710549,-0.0012154263709889257,-0.0016110842597067965
2022-12-09,0.004152522493668043,0.003714811210625557,0.003995985588204132,0.004277159965782706,0.001384059808812843,0.0024367323698128995,0.005443018272381583,0.00424050391135411,0.008449304174950267,0.0007072928158500247,0.0011582697232783712,0.0013052926799383968,0.0014523156365984224
2022-12-12,-0.0031121708881947097,-0.003701062462299398,-0.005044739067606163,-0.006388415672912928,-0.0007678593527381539,-0.0017977859253491824,-0.0060738559986528995,-0.004363427969331413,-0.010349926071956617,-0.001236887586034241,-0.0029083926844958308,-0.0033072417821448097,-0.0037060908797937886
2022-12-13,-0.0068424914700326855,-0.008411698948198043,-0.010206706739422644,-0.012001714530647245,-0.0012807490230126728,-0.0009385616884572956,-0.001838802756579272,-0.0014787063293304815,-0.0027390438247012483,-0.0035865911670461825,-0.004995754656039297,-0.005247351693214497,-0.005498948730389697
2022-12-14,-0.0005167225297547651,-0.0013779583123260108,-0.0019904975943409453,-0.0026030368763558798,0.0010772088134660684,0.0013456892147265531,0.0019212840580499213,0.001691046120720574,0.0024968789013732895,-0.002259776479051734,-0.0038709037719723005,-0.004049616790848698,-0.004228329809725095
2022-12-15,0.009693556311839657,0.011081998227440826,0.011413117426030128,0.01174423662461943,0.0013834924499105394,0.0018763618282331418,0.0006891149116259321,0.0011640136782688159,-0.0004981320049812776,0.0013427589619858793,0.00016259187843492562,-3.633781106571199e-07,-0.00016331863465623986
2022-12-16,-0.007211037256293129,-0.00899872604054519,-0.010518279615285508,-0.012037833190025826,0.0006396208532259973,0.000683336318711758,0.000840048423497497,0.0007773635815832014,0.000996760528283236,-0.0026172922560623313,-0.0036252094594816375,-0.0036910758176205705,-0.0037569421757595034
2022-12-19,-0.007392350348582655,-0.009209544177699258,-0.009826704203732162,-0.010443864229765065,-0.0010483076798381008,-0.002427981116630007,-0.008433308457244604,-0.006031177520998765,-0.0144386357978592,-0.018855078795277258,-0.020867770661471052,-0.021009389511748855,-0.021151008362026658
2022-12-20,-0.011560796007134999,-0.01272653476199781,-0.013179450318553887,-0.013632365875109964,-0.0019708390053613245,-0.005501606779754309,-0.01070735807540385,-0.008625057557144034,-0.01591310937105339,-0.01026910503428824,-0.010647925961488003,-0.010684096984094116,-0.010720268006700229
2022-12-21,0.00017522114167500824,-0.0008799035678480616,-0.001108698997477231,-0.0013374944271064004,0.0010001883688095514,0.0014021304352234143,0.00031605495067121847,0.0007504851444920966,-0.0007700205338809774,-0.004670712281954925,-0.00501914289309513,-0.005049361490570559,-0.005079580088045987
2022-12-22,-0.0019708925018073753,-0.00215766227596359,-0.002194902566553303,-0.0022321428571430157,0.0014859733721257484,0.0017565734191362647,0.0019057719394679484,0.001846092531335275,0.002054970459799632,-0.0105584179668744,-0.01066446615282124,-0.010693022729235724,-0.010721579305650208
2022-12-23,-0.0056171650558530795,-0.005780917311104861,-0.005798736060474097,-0.005816554809843333,-0.0003325688088063883,-0.001245234357871161,-0.0019043398141572743,-0.0016406976316428292,-0.0025634452704433874,-0.0036586586645929176,-0.003730022542510647,-0.0037573216101508544,-0.003784620677791062
2022-12-26,0.01787345948156216,0.01784306346580178,0.017922431822909868,0.018001800180017957,0.0016122157845905871,0.004147474788982919,0.0032302524291868417,0.0035971413731052723,0.0023130300693907646,0.011747299438662706,0.011815887790421531,0.011865464185316088,0.011915040580210645
2022-12-27,0.013440688010609492,0.01356197485640398,0.013633330487441642,0.013704686118479303,0.0005109907075064868,0.005549358279430372,0.008800320165356257,0.007499935410985903,0.012051282051282142,0.006721217185547523,0.006823425880205569,0.006824682223379286,0.006825938566553003
2022-12-28,-0.011432183333388024,-0.011238160344053783,-0.011288508868058322,-0.011338857392062862,-0.0003318759532284776,-0.00023111063233627327,-0.0017623756860692952,-0.0011498696645760864,-0.003293640739802317,-0.0029100678409760272,-0.002753139770473534,-0.002732502088626576,-0.0027118644067796183
2022-12-29,0.004104152172960118,0.004499965985551357,0.004455540998951291,0.004411116012351224,-0.0010933979512874892,-0.0010933979512876002,-0.002071864201876661,-0.0016804777016410366,-0.0030503304524657215,0.00037400390647079895,-0.000645866194608824,-0.0005778617172908507,-0.0005098572399728774
2022-12-30,0.001318508695465681,0.0013615099725332591,0.0011199293384843712,0.0008783487044354832,0.0036147083398754276,0.0036147083398756497,0.0038471297946190974,0.0037541612127217185,0.004079551249362545,0.0018353327555997723,0.002057903065486366,0.0015390688597283209,0.0010202346539702756
2023-01-03,0.0036430706371426425,0.004122836311380995,0.004255362868283763,0.004387889425186531,0.002206668786421062,0.002206668786421062,0.002499982437903281,0.0023826569773103936,0.0027932960893854997,0.010109763020200502,0.013272522775275908,0.01368569233718786,0.014098861899099813
2023-01-04,-0.005422903725725181,-0.007643978261749118,-0.008627581092429892,-0.009611183923110667,0.0018728040107567345,0.0018728040107569566,0.0015694736690908817,0.0016908058057573117,0.0012661433274248068,0.00023510084104771956,0.00018425239657071657,-7.537798931933626e-05,-0.0003350083752093891
2023-01-05,0.01565387110008909,0.02337267425385048,0.025581352565831272,0.027790030877812066,0.00987699378865936,0.009876993788658917,0.014422563662159438,0.01260433571275923,0.01896813353565996,0.005254947646534891,0.008775497257523135,0.009330778119378214,0.009886058981233292
2023-01-06,0.004199501700982378,0.006709724170981479,0.007646707579052947,0.008583690987124415,0.00172595168976164,0.001725951689761862,0.0028485802132105498,0.002399528803831075,0.0039712087366592375,0.0018872362952613297,0.0023574053639539017,0.0022571828545338013,0.002156960345113701
2023-01-09,0.0016382856315215744,0.0036315726016731276,0.005007275662538668,0.006382978723404209,0.0020475969402309335,0.0020475969402309335,0.004114033327964672,0.003287458772871177,0.006180469715698411,0.0011668822481623042,0.001871551418076045,0.0019291531924816585,0.001986754966887272
2023-01-10,0.006929804544862472,0.01136613346871651,0.013294060391863427,0.015221987315010344,0.0014951801373093154,0.0014951801373093154,0.0014846908057553065,0.0014888865383769101,0.0014742014742012977,0.0017815839663437583,0.002446656442287587,0.0024625879699872177,0.0024785194976868485
2023-01-11,-0.004573826551135474,-0.007744812469888895,-0.009495063461100128,-0.011245314452311361,0.0007464739556231059,0.0007464739556231059,0.00037323697781155296,0.0005225317689361741,0.0,-0.0018116569821968742,-0.003496116243622338,-0.004055623640189299,-0.004615131036756259
2023-01-12,0.0028771444092670073,0.0034360124134220627,0.0034029261730126326,0.0033698399326032025,0.0007459171478993998,0.0007459171478993998,0.0011089742756180687,0.0009637514245306012,0.0014720314033367377,8.325435963540961e-05,-0.0006288609164196712,-0.0008112014467840378,-0.0009935419771484044
2023-01-13,0.005223949315530829,0.010780035779572872,0.012736785312120524,0.014693534844668177,0.0033541252659945453,0.0033541252659943233,0.00927137914451115,0.006904477593104419,0.015188633023027975,0.004179020931983191,0.008014742356833748,0.00823412403769086,0.008453505718547971
2023-01-16,-0.004302270084290516,0.003513198207365731,0.011065659922880333,0.018618121638394936,-0.013173552340504213,-0.013173552340504213,-0.006707432540908498,-0.009293880460746784,-0.00024131274131278246,0.003432100736632915,0.008476704078720587,0.009087135734297869,0.00969756738987515
2023-01-17,-0.0002994655160859505,0.0009585794486064447,0.002103985093921401,0.0032493907392363575,-0.0013048296966393647,-0.0013048296966392536,-0.0011351568227342401,-0.0012030259722962456,-0.0009654839488292266,-0.0003304697305008819,0.0015475156704694015,0.001424905482963812,0.0013022952954582223
2023-01-18,0.00025676161932453034,0.001082573817585919,0.00013642860919776956,-0.0008097165991903799,0.00040201061589439924,0.00040201061589439924,-0.0008862138271096276,-0.0003709240499080171,-0.0021744382701136544,0.001371902753912968,0.0034805963907580395,0.003691200487689228,0.0039018045846204163
2023-01-19,-0.0006845218925822794,0.0011229955465323904,0.0062341071735902975,0.011345218800648205,-0.00022604010092031057,-0.0002260401009204216,0.003276810458014423,0.0018756702344404855,0.006779661016949268,-0.001353516911492103,0.006304933557021775,0.007767851393895575,0.009230769230769376
2023-01-20,0.0010702980996408762,0.0009970985263800802,0.002702074904215701,0.004407051282051322,0.0018589721431516715,0.0018589721431518935,0.003695238837328696,0.002960732159657975,0.005531505531505498,0.005570163690912677,0.005911087325024766,0.006565941608597137,0.007220795892169507
2023-01-30,-0.0003755033557049092,0.0008878075393736751,0.005629384423855077,0.01037096130833648,-0.0005049421511981178,-0.00041701552639217265,0.002661619000735971,0.0014301651898847136,0.005740253527864114,-0.0031857805285444574,0.003216645646389571,0.0032810964411651433,0.0033455472359407157
2023-01-31,-0.005252663273064506,-0.006278601820135066,-0.008271555154046983,-0.010264508487958901,-0.005781464221242039,-0.006637393540757541,-0.008788375724005426,-0.007927982850706273,-0.010939357907253311,0.0009369415247884039,0.0009369415247884039,0.0008654221755411973,0.0007939028262939907
2023-02-01,0.00905211331411615,0.009258851029438242,0.010612672423374825,0.011966493817311408,0.0035416972028370353,0.004406597466721562,0.005930156151009336,0.005320732677294227,0.007453714835297109,0.008091404888498577,0.008091404888498577,0.009757268365239269,0.011423131841979961
2023-02-02,-0.002832918202614887,-0.003386078794565317,-0.004255120595548334,-0.005124162396531351,-0.0001430755886220325,-0.0003815012658988648,-0.0013840680553838802,-0.000983041339589874,-0.0023866348448688957,0.0012590524791249447,0.0012590524791249447,0.0014138399650526212,0.0015686274509802978
2023-02-03,-0.006155427260931101,-0.00738776829327481,-0.008448242308285614,-0.009508716323296418,-0.005652294455921969,-0.006344879124984049,-0.008315980232348474,-0.007527539789402704,-0.0102870813397129,-0.002593530347381634,-0.002593530347381745,-0.0034894041713415813,-0.004385277995301418
2023-02-06,-0.00964764708478194,-0.010786022644001081,-0.011793011322000557,-0.012800000000000034,-0.009450055914829392,-0.01032225293492528,-0.012050176503720755,-0.011359007076202566,-0.01377810007251623,-0.0027578666155606557,-0.0027578666155606557,-0.0036598834414912074,-0.004561900267421759
2023-02-07,-0.001603560642263746,-0.002132444133634892,-0.002484374416898527,-0.002836304700162162,0.0030025030948179765,0.0028621622095259536,0.002656571300841404,0.0027388076643152237,0.002450980392156854,0.001327436869295262,0.001327436869295262,0.0009007601539902099,0.0004740834386851578
2023-02-08,-0.004537334705749907,-0.005080417874047227,-0.005384581143443701,-0.005688744412840174,-0.002510690047467623,-0.0028056208436825214,-0.0034810500306431402,-0.0032108783558588926,-0.004156479217603759,-0.005097544150788891,-0.005097544150788891,-0.0061816894660120525,-0.007265834781235214
2023-02-09,0.016739616098484733,0.018115421129134335,0.01845697496996146,0.018798528810788584,0.010310058054581406,0.011254057994416256,0.012256049375307776,0.011855252822951167,0.013258040756199296,0.011706695780278276,0.011706695780278276,0.013092806919574262,0.01447891805887025
2023-02-10,-0.008965945415205456,-0.010508671654344992,-0.010870059854448888,-0.011231448054552784,-0.0030183345859821076,-0.003885490983052464,-0.004850426615829628,-0.004464452362718763,-0.005815362248606792,-0.001254334401522117,-0.001254334401522228,-0.0021955486311250327,-0.0031367628607278375
2023-02-13,0.011128685493880797,0.011947811236409756,0.012059098315973737,0.01217038539553772,0.00643938597571414,0.006814093061369153,0.007306632199707286,0.007109616544372033,0.007799171338045419,0.005353315233947331,0.005353315233947331,0.005665959064424908,0.005978602894902485
2023-02-14,-0.001266900828210682,-0.0015901342031525711,-0.0017970711095923186,-0.002004008016032066,0.0021486444142706507,0.002295850328255744,0.002236196022652681,0.0022600577448939063,0.002176541717049618,0.002654597285060456,0.002654597285060456,0.0026566699281104222,0.0026587425711603885
2023-02-15,-0.007848892643143923,-0.008560583819075207,-0.008697962592268571,-0.008835341365461935,-0.0042404299986600336,-0.004986808519496955,-0.005871782638126932,-0.005517792990674941,-0.00675675675675691,-0.0005139398754663294,-0.0005139398754662183,-0.0011928613743264482,-0.0018717828731866781
2023-02-16,-0.012385885787709272,-0.012771028175599053,-0.012868496259598572,-0.012965964343598091,-0.005909249949909046,-0.006402636255503524,-0.006724155834262946,-0.006595548002759177,-0.0070456754130223676,-0.011203417593967258,-0.011203417593967258,-0.01224337155678984,-0.013283325519612421
2023-02-17,-0.023383306790785485,-0.02355371494867009,-0.023681619379096908,-0.023809523809523725,-0.013019869741136891,-0.013491149208791797,-0.013841243799404435,-0.01370120596315938,-0.014191338390017072,-0.008115623780514225,-0.008115623780514225,-0.008334023483541897,-0.008552423186569569
2023-02-20,0.01035604561191894,0.010415317232127741,0.010464176698486094,0.010513036164844447,0.024383776254469414,0.025271817293813115,0.0256664373140697,0.025508589305967066,0.026061057334326287,0.01541080630045566,0.01541080630045566,0.015532879188566495,0.01565495207667733
2023-02-21,-0.003197967929178702,-0.0032573142837624136,-0.003293243076130048,-0.0033291718684976823,0.002142302439546828,0.001574856790934387,0.0013921695662461042,0.0014652444561214172,0.0012094823415578215,0.005883011420607209,0.005883011420606987,0.005851225748051192,0.005819440075495397
2023-02-22,-0.007897042362892015,-0.007615453865811195,-0.0075655557429265,-0.007515657620041805,-0.009526528836988124,-0.009806090804542866,-0.009735130446968221,-0.009763514589998079,-0.009664170089393576,-0.0009911073689193861,-0.0008112398702453394,-0.000874736432386114,-0.0009382329945268886
2023-02-23,0.0031569378191429465,0.00378708965147867,0.0035763382628449802,0.0033655868742112904,0.0009519324399387408,0.0006833663671821366,0.0003416831835910683,0.0004783564570274956,0.0,-0.000939329299780467,-0.0015496143428609388,-0.0016356617652636407,-0.0017217091876663426
2023-02-24,-0.006126165697088903,-0.00909664413060407,-0.010418343029662547,-0.011740041928721023,-0.003926035060127009,-0.005048579899106231,-0.0072815478173258175,-0.006388360650037983,-0.009514515735545404,-0.0006581487282301124,-0.0018498816785108563,-0.0020224635736549312,-0.002195045468799006
2023-02-27,-0.0038841183425000203,-0.0057534597647657115,-0.00648300905081739,-0.007212558336869068,-0.0023502168833999804,-0.0021081206548047016,-0.0029013509677964233,-0.002584058842599735,-0.003694581280788145,-0.004218062014386681,-0.004758923348406219,-0.004972170662260911,-0.005185417976115603
2023-02-28,0.005764128716554406,0.007361091000487763,0.007740374560072927,0.00811965811965809,0.00419618577019909,0.00464275031222483,0.005535219408275505,0.005178231769855235,0.006427688504326179,0.004991783005523498,0.0062493230393199095,0.006362696585210381,0.006476070131100853
2023-03-01,0.004466882051852972,0.005406558180416132,0.005458683922764163,0.005510809665112193,0.0062068856648165305,0.007310937267292594,0.00967364598564835,0.008728562498306048,0.012036354704004104,0.0048259702632798,0.005818433797283751,0.005969480552125872,0.006120527306967993
2023-03-02,-0.006376855638770107,-0.008990481894450841,-0.009765055449754922,-0.010539629005059004,0.0002671440028090277,0.00048547661508901996,-0.00036405780896031636,-2.424403934058188e-05,-0.0012135922330096527,9.35608856742487e-05,-0.0008108041081915651,-0.000951338725441897,-0.001091873342692229
