date,comparison_name,rolling_window_days,rolling_correlation
2023-05-19,ETF_BuyHold_pair,63,0.9479265290671782
2023-05-22,ETF_BuyHold_pair,63,0.9483224796546197
2023-05-23,ETF_BuyHold_pair,63,0.951350668663363
2023-05-24,ETF_BuyHold_pair,63,0.9445443106901249
2023-05-25,ETF_BuyHold_pair,63,0.9454623521789608
2023-05-26,ETF_BuyHold_pair,63,0.9443045171593585
2023-05-29,ETF_BuyHold_pair,63,0.944406286345289
2023-05-30,ETF_BuyHold_pair,63,0.940967149411894
2023-05-31,ETF_BuyHold_pair,63,0.9405868925443941
2023-06-01,ETF_BuyHold_pair,63,0.9405102588432209
2023-06-02,ETF_BuyHold_pair,63,0.9420342430403532
2023-06-05,ETF_BuyHold_pair,63,0.9422946428225417
2023-06-06,ETF_BuyHold_pair,63,0.9394737947404439
2023-06-07,ETF_BuyHold_pair,63,0.9393979989879221
2023-06-08,ETF_BuyHold_pair,63,0.9407644250896667
2023-06-09,ETF_BuyHold_pair,63,0.9415817222078612
2023-06-12,ETF_BuyHold_pair,63,0.9431436116611179
2023-06-13,ETF_BuyHold_pair,63,0.939189536514434
2023-06-14,ETF_BuyHold_pair,63,0.937723712754818
2023-06-15,ETF_BuyHold_pair,63,0.9400831231266683
2023-06-16,ETF_BuyHold_pair,63,0.9411629018596225
2023-06-19,ETF_BuyHold_pair,63,0.940882895970999
2023-06-20,ETF_BuyHold_pair,63,0.9404873451813042
2023-06-21,ETF_BuyHold_pair,63,0.9392569561046493
2023-06-26,ETF_BuyHold_pair,63,0.9391170141968304
2023-06-27,ETF_BuyHold_pair,63,0.9395177148080184
2023-06-28,ETF_BuyHold_pair,63,0.9400837741014926
2023-06-29,ETF_BuyHold_pair,63,0.9414468764749172
2023-06-30,ETF_BuyHold_pair,63,0.9400100711946455
2023-07-03,ETF_BuyHold_pair,63,0.9426850711032612
2023-07-04,ETF_BuyHold_pair,63,0.942919696914159
2023-07-05,ETF_BuyHold_pair,63,0.9412460694456874
2023-07-06,ETF_BuyHold_pair,63,0.9432436487555138
2023-07-07,ETF_BuyHold_pair,63,0.9479577262381963
2023-07-10,ETF_BuyHold_pair,63,0.948332810651832
2023-07-11,ETF_BuyHold_pair,63,0.9489461155551348
2023-07-12,ETF_BuyHold_pair,63,0.9461226480303662
2023-07-13,ETF_BuyHold_pair,63,0.9504686105350468
2023-07-14,ETF_BuyHold_pair,63,0.9504271771364433
2023-07-17,ETF_BuyHold_pair,63,0.9526784138417204
2023-07-18,ETF_BuyHold_pair,63,0.9587758027114462
2023-07-19,ETF_BuyHold_pair,63,0.9574409135425311
2023-07-20,ETF_BuyHold_pair,63,0.9551366812463018
2023-07-21,ETF_BuyHold_pair,63,0.9543723425140592
2023-07-24,ETF_BuyHold_pair,63,0.9539365078844686
2023-07-25,ETF_BuyHold_pair,63,0.9626032945171888
2023-07-26,ETF_BuyHold_pair,63,0.9606132956748137
2023-07-27,ETF_BuyHold_pair,63,0.9590748585499012
2023-07-28,ETF_BuyHold_pair,63,0.9656429894352916
2023-07-31,ETF_BuyHold_pair,63,0.9650289833751143
2023-08-01,ETF_BuyHold_pair,63,0.965572838892759
2023-08-02,ETF_BuyHold_pair,63,0.9656073866902578
2023-08-03,ETF_BuyHold_pair,63,0.9685925050094765
2023-08-04,ETF_BuyHold_pair,63,0.9668001580539207
2023-08-07,ETF_BuyHold_pair,63,0.9646728162165109
2023-08-08,ETF_BuyHold_pair,63,0.9646149850403309
2023-08-09,ETF_BuyHold_pair,63,0.964496624528714
2023-08-10,ETF_BuyHold_pair,63,0.9640186132183777
2023-08-11,ETF_BuyHold_pair,63,0.9662151300760272
2023-08-14,ETF_BuyHold_pair,63,0.9647728718938299
2023-08-15,ETF_BuyHold_pair,63,0.9650027865251553
2023-08-16,ETF_BuyHold_pair,63,0.9652113962426914
2023-08-17,ETF_BuyHold_pair,63,0.9652591725443782
2023-08-18,ETF_BuyHold_pair,63,0.9662898600272537
2023-08-21,ETF_BuyHold_pair,63,0.9681027798739786
2023-08-22,ETF_BuyHold_pair,63,0.9670219019102897
2023-08-23,ETF_BuyHold_pair,63,0.9663822449305864
2023-08-24,ETF_BuyHold_pair,63,0.9670558865965263
2023-08-25,ETF_BuyHold_pair,63,0.9647938924971646
2023-08-28,ETF_BuyHold_pair,63,0.965470331420358
2023-08-29,ETF_BuyHold_pair,63,0.9678304240850382
2023-08-30,ETF_BuyHold_pair,63,0.9702565261609861
2023-08-31,ETF_BuyHold_pair,63,0.9702613441180808
2023-09-01,ETF_BuyHold_pair,63,0.9696657747146719
2023-09-04,ETF_BuyHold_pair,63,0.9703868790527002
2023-09-05,ETF_BuyHold_pair,63,0.9719939840446099
2023-09-06,ETF_BuyHold_pair,63,0.9724964747965231
2023-09-07,ETF_BuyHold_pair,63,0.9716773238847407
2023-09-08,ETF_BuyHold_pair,63,0.9719635421016397
2023-09-11,ETF_BuyHold_pair,63,0.9722199132746404
2023-09-12,ETF_BuyHold_pair,63,0.9739092196208058
2023-09-13,ETF_BuyHold_pair,63,0.9732475813085351
2023-09-14,ETF_BuyHold_pair,63,0.9717759421721303
2023-09-15,ETF_BuyHold_pair,63,0.9715565177957222
2023-09-18,ETF_BuyHold_pair,63,0.9734662851819228
2023-09-19,ETF_BuyHold_pair,63,0.974608116209398
2023-09-20,ETF_BuyHold_pair,63,0.9748790533433084
2023-09-21,ETF_BuyHold_pair,63,0.9746447374760168
2023-09-22,ETF_BuyHold_pair,63,0.9764666269010944
2023-09-25,ETF_BuyHold_pair,63,0.976210762548694
2023-09-26,ETF_BuyHold_pair,63,0.9763333797112147
2023-09-27,ETF_BuyHold_pair,63,0.9777964736857995
2023-09-28,ETF_BuyHold_pair,63,0.975384118722195
2023-10-09,ETF_BuyHold_pair,63,0.9754022687246252
2023-10-10,ETF_BuyHold_pair,63,0.9754302980809558
2023-10-11,ETF_BuyHold_pair,63,0.9752713189660758
2023-10-12,ETF_BuyHold_pair,63,0.9758044258071036
2023-10-13,ETF_BuyHold_pair,63,0.976057082548019
2023-10-16,ETF_BuyHold_pair,63,0.9759012289918869
2023-10-17,ETF_BuyHold_pair,63,0.9772755890052154
2023-10-18,ETF_BuyHold_pair,63,0.975548810092023
2023-10-19,ETF_BuyHold_pair,63,0.9752776277584029
2023-10-20,ETF_BuyHold_pair,63,0.9756353892964916
2023-10-23,ETF_BuyHold_pair,63,0.975273894125066
2023-10-24,ETF_BuyHold_pair,63,0.9760462038723362
2023-10-25,ETF_BuyHold_pair,63,0.9759955384164135
2023-10-26,ETF_BuyHold_pair,63,0.9765206043738627
2023-10-27,ETF_BuyHold_pair,63,0.9736102653357759
2023-10-30,ETF_BuyHold_pair,63,0.9654575131402997
2023-10-31,ETF_BuyHold_pair,63,0.9655114100073561
2023-11-01,ETF_BuyHold_pair,63,0.9643487609801903
2023-11-02,ETF_BuyHold_pair,63,0.9580416308030266
2023-11-03,ETF_BuyHold_pair,63,0.9597005191280388
2023-11-06,ETF_BuyHold_pair,63,0.9574051611498148
2023-11-07,ETF_BuyHold_pair,63,0.9572803575248272
2023-11-08,ETF_BuyHold_pair,63,0.9562364005115686
2023-11-09,ETF_BuyHold_pair,63,0.9585385923944999
2023-11-10,ETF_BuyHold_pair,63,0.9593350223898425
2023-11-13,ETF_BuyHold_pair,63,0.9594069038880364
2023-11-14,ETF_BuyHold_pair,63,0.9596145368293989
2023-11-15,ETF_BuyHold_pair,63,0.9609464562994122
2023-11-16,ETF_BuyHold_pair,63,0.9568849889690866
2023-11-17,ETF_BuyHold_pair,63,0.9565445197653165
2023-11-20,ETF_BuyHold_pair,63,0.956721892950164
2023-11-21,ETF_BuyHold_pair,63,0.9552984016884974
2023-11-22,ETF_BuyHold_pair,63,0.9556671068548607
2023-11-23,ETF_BuyHold_pair,63,0.9542333317858033
2023-11-24,ETF_BuyHold_pair,63,0.9525352571255907
2023-11-27,ETF_BuyHold_pair,63,0.9198664571445294
2023-11-28,ETF_BuyHold_pair,63,0.9174833165415651
2023-11-29,ETF_BuyHold_pair,63,0.9154315358697643
2023-11-30,ETF_BuyHold_pair,63,0.9192372503784743
2023-12-01,ETF_BuyHold_pair,63,0.9150583375840626
2023-12-04,ETF_BuyHold_pair,63,0.9157018983206425
2023-12-05,ETF_BuyHold_pair,63,0.9230722609123985
2023-12-06,ETF_BuyHold_pair,63,0.9227228364357896
2023-12-07,ETF_BuyHold_pair,63,0.9212270015306817
2023-12-08,ETF_BuyHold_pair,63,0.9144760697844607
2023-12-11,ETF_BuyHold_pair,63,0.9142769617943232
2023-12-12,ETF_BuyHold_pair,63,0.9140637621108104
2023-12-13,ETF_BuyHold_pair,63,0.9207906150691644
2023-12-14,ETF_BuyHold_pair,63,0.920667381318409
2023-12-15,ETF_BuyHold_pair,63,0.9183970471488839
2023-12-18,ETF_BuyHold_pair,63,0.9149668475918913
2023-12-19,ETF_BuyHold_pair,63,0.9169637134608318
2023-12-20,ETF_BuyHold_pair,63,0.9165784617815068
2023-12-21,ETF_BuyHold_pair,63,0.9194465036421882
2023-12-22,ETF_BuyHold_pair,63,0.9190738609785809
2023-12-25,ETF_BuyHold_pair,63,0.9187590473395036
2023-12-26,ETF_BuyHold_pair,63,0.9180583568414354
2023-12-27,ETF_BuyHold_pair,63,0.9167602337431909
2023-12-28,ETF_BuyHold_pair,63,0.9171346934724263
2023-12-29,ETF_BuyHold_pair,63,0.9159170051573015
2024-01-02,ETF_BuyHold_pair,63,0.9174359602933763
2024-01-03,ETF_BuyHold_pair,63,0.9140577266732636
2024-01-04,ETF_BuyHold_pair,63,0.9161112681241356
2024-01-05,ETF_BuyHold_pair,63,0.9162622078453087
2024-01-08,ETF_BuyHold_pair,63,0.9167448299643953
2024-01-09,ETF_BuyHold_pair,63,0.9164430273352444
2024-01-10,ETF_BuyHold_pair,63,0.9138956433219786
2024-01-11,ETF_BuyHold_pair,63,0.9119112664927985
2024-01-12,ETF_BuyHold_pair,63,0.9108627602963733
2024-01-15,ETF_BuyHold_pair,63,0.9100814483576005
2024-01-16,ETF_BuyHold_pair,63,0.9127932697145845
2024-01-17,ETF_BuyHold_pair,63,0.9143194654681568
2024-01-18,ETF_BuyHold_pair,63,0.8405905951377122
2024-01-19,ETF_BuyHold_pair,63,0.839695596669102
2024-01-22,ETF_BuyHold_pair,63,0.8309116825925469
2024-01-23,ETF_BuyHold_pair,63,0.8220112493794348
2024-01-24,ETF_BuyHold_pair,63,0.833146051589789
2024-01-25,ETF_BuyHold_pair,63,0.8436509668357504
2024-01-26,ETF_BuyHold_pair,63,0.8460572300107957
2024-01-29,ETF_BuyHold_pair,63,0.8441713603987081
2024-01-30,ETF_BuyHold_pair,63,0.8516956751934628
2024-01-31,ETF_BuyHold_pair,63,0.8529033993201223
2024-02-01,ETF_BuyHold_pair,63,0.849273261364285
2024-02-02,ETF_BuyHold_pair,63,0.8487933556252191
2024-02-05,ETF_BuyHold_pair,63,0.8516732915707494
2024-02-06,ETF_BuyHold_pair,63,0.8728565656500804
2024-02-07,ETF_BuyHold_pair,63,0.875359643538961
2024-02-08,ETF_BuyHold_pair,63,0.873255058457974
2024-02-19,ETF_BuyHold_pair,63,0.8749176087175569
2024-02-20,ETF_BuyHold_pair,63,0.8735358015354274
2024-02-21,ETF_BuyHold_pair,63,0.8772220984899701
2024-02-22,ETF_BuyHold_pair,63,0.8769989972893951
2024-02-23,ETF_BuyHold_pair,63,0.8769534903434483
2024-02-26,ETF_BuyHold_pair,63,0.8766013986130909
2024-02-27,ETF_BuyHold_pair,63,0.8742556067582702
2024-02-28,ETF_BuyHold_pair,63,0.8727055750894148
2024-02-29,ETF_BuyHold_pair,63,0.8708076428853608
2024-03-01,ETF_BuyHold_pair,63,0.8679020632490484
2024-03-04,ETF_BuyHold_pair,63,0.8878296927082328
2024-03-05,ETF_BuyHold_pair,63,0.8888389691608412
2024-03-06,ETF_BuyHold_pair,63,0.8885857284273087
2024-03-07,ETF_BuyHold_pair,63,0.888805265695562
2024-03-08,ETF_BuyHold_pair,63,0.8883726679119996
2024-03-11,ETF_BuyHold_pair,63,0.8868126261855646
2024-03-12,ETF_BuyHold_pair,63,0.8798621943591918
2024-03-13,ETF_BuyHold_pair,63,0.8809192621659664
2024-03-14,ETF_BuyHold_pair,63,0.881322106980897
2024-03-15,ETF_BuyHold_pair,63,0.8809215371210279
2024-03-18,ETF_BuyHold_pair,63,0.8798964280268388
2024-03-19,ETF_BuyHold_pair,63,0.8813130392797103
2024-03-20,ETF_BuyHold_pair,63,0.8757101820806424
2024-03-21,ETF_BuyHold_pair,63,0.8751340009758732
2024-03-22,ETF_BuyHold_pair,63,0.8772222558467537
2024-03-25,ETF_BuyHold_pair,63,0.8774691424973935
2024-03-26,ETF_BuyHold_pair,63,0.8776046650262729
2024-03-27,ETF_BuyHold_pair,63,0.8767787671357329
2024-03-28,ETF_BuyHold_pair,63,0.8747433754072731
2024-03-29,ETF_BuyHold_pair,63,0.8751493351941951
2024-04-01,ETF_BuyHold_pair,63,0.8769484587917366
2024-04-02,ETF_BuyHold_pair,63,0.8764807151590013
2024-04-03,ETF_BuyHold_pair,63,0.8771697258556507
2024-04-08,ETF_BuyHold_pair,63,0.8662625836143591
2024-04-09,ETF_BuyHold_pair,63,0.8656011399940854
2024-04-10,ETF_BuyHold_pair,63,0.8607058331379098
2024-04-11,ETF_BuyHold_pair,63,0.8625039966788655
2024-04-12,ETF_BuyHold_pair,63,0.8622676320377228
2024-04-15,ETF_BuyHold_pair,63,0.8713469413789966
2024-04-16,ETF_BuyHold_pair,63,0.8674441998958409
2024-04-17,ETF_BuyHold_pair,63,0.8698818677261109
2024-04-18,ETF_BuyHold_pair,63,0.8691058113987639
2024-04-19,ETF_BuyHold_pair,63,0.8716094730140916
2024-04-22,ETF_BuyHold_pair,63,0.8716467967462207
2024-04-23,ETF_BuyHold_pair,63,0.8727377211040714
2024-04-24,ETF_BuyHold_pair,63,0.8725439941460852
2024-04-25,ETF_BuyHold_pair,63,0.8598782945161376
2024-04-26,ETF_BuyHold_pair,63,0.9212988756506062
2024-04-29,ETF_BuyHold_pair,63,0.9199739997620331
2024-04-30,ETF_BuyHold_pair,63,0.9259048364035176
2024-05-06,ETF_BuyHold_pair,63,0.9336159649040623
2024-05-07,ETF_BuyHold_pair,63,0.9311039374861236
2024-05-08,ETF_BuyHold_pair,63,0.9337925338217937
2024-05-09,ETF_BuyHold_pair,63,0.9349288002005206
2024-05-10,ETF_BuyHold_pair,63,0.9359149997330727
2024-05-13,ETF_BuyHold_pair,63,0.9312545473606394
2024-05-14,ETF_BuyHold_pair,63,0.9300039699390878
2024-05-15,ETF_BuyHold_pair,63,0.931868491573347
2024-05-16,ETF_BuyHold_pair,63,0.9305515139147562
2024-05-17,ETF_BuyHold_pair,63,0.9303935131800896
2024-05-20,ETF_BuyHold_pair,63,0.9152225260294198
2024-05-21,ETF_BuyHold_pair,63,0.9169326387242941
2024-05-22,ETF_BuyHold_pair,63,0.9184329402198174
2024-05-23,ETF_BuyHold_pair,63,0.9202359111291882
2024-05-24,ETF_BuyHold_pair,63,0.9250046794321429
2024-05-27,ETF_BuyHold_pair,63,0.9251580092122936
2024-05-28,ETF_BuyHold_pair,63,0.924220766204946
2024-05-29,ETF_BuyHold_pair,63,0.924211676697965
2024-05-30,ETF_BuyHold_pair,63,0.9296176628115719
2024-05-31,ETF_BuyHold_pair,63,0.9332559172905661
2024-06-03,ETF_BuyHold_pair,63,0.9334320378000704
2024-06-04,ETF_BuyHold_pair,63,0.936864596346836
2024-06-05,ETF_BuyHold_pair,63,0.941519533464502
2024-06-06,ETF_BuyHold_pair,63,0.9421571835623863
2024-06-07,ETF_BuyHold_pair,63,0.9453752773155276
2024-06-11,ETF_BuyHold_pair,63,0.9407529925456807
2024-06-12,ETF_BuyHold_pair,63,0.9408442229212006
2024-06-13,ETF_BuyHold_pair,63,0.9420789700664554
2024-06-14,ETF_BuyHold_pair,63,0.9434976360860796
2024-06-17,ETF_BuyHold_pair,63,0.9417337770666373
2024-06-18,ETF_BuyHold_pair,63,0.9408313994350846
2024-06-19,ETF_BuyHold_pair,63,0.9375637492924325
2024-06-20,ETF_BuyHold_pair,63,0.9368130936342831
2024-06-21,ETF_BuyHold_pair,63,0.9386671448472892
2024-06-24,ETF_BuyHold_pair,63,0.9349276456313261
2024-06-25,ETF_BuyHold_pair,63,0.9353342875703966
2024-06-26,ETF_BuyHold_pair,63,0.9328157415696346
2024-06-27,ETF_BuyHold_pair,63,0.9312193616452012
2024-06-28,ETF_BuyHold_pair,63,0.9343649585979271
2024-07-01,ETF_BuyHold_pair,63,0.9345553785406926
2024-07-02,ETF_BuyHold_pair,63,0.9293602668347174
2024-07-03,ETF_BuyHold_pair,63,0.929991312177961
2024-07-04,ETF_BuyHold_pair,63,0.9298011255573948
2024-07-05,ETF_BuyHold_pair,63,0.9271689951812593
2024-07-08,ETF_BuyHold_pair,63,0.9278745399570663
2024-07-09,ETF_BuyHold_pair,63,0.9301247250179875
2024-07-10,ETF_BuyHold_pair,63,0.9299174765331207
2024-07-11,ETF_BuyHold_pair,63,0.9354646468743529
2024-07-12,ETF_BuyHold_pair,63,0.9365529274461644
2024-07-15,ETF_BuyHold_pair,63,0.9360197676192681
2024-07-16,ETF_BuyHold_pair,63,0.9332755139090476
2024-07-17,ETF_BuyHold_pair,63,0.9204013006492361
2024-07-18,ETF_BuyHold_pair,63,0.9231368034786329
2024-07-19,ETF_BuyHold_pair,63,0.9211323159843229
2024-07-22,ETF_BuyHold_pair,63,0.9230456585849746
2024-07-23,ETF_BuyHold_pair,63,0.9238877844911768
2024-07-24,ETF_BuyHold_pair,63,0.9238162785478172
2024-07-25,ETF_BuyHold_pair,63,0.9202358244518377
2024-07-26,ETF_BuyHold_pair,63,0.910991000848804
2024-07-29,ETF_BuyHold_pair,63,0.9110055549702335
2024-07-30,ETF_BuyHold_pair,63,0.9055409717333144
2024-07-31,ETF_BuyHold_pair,63,0.9187150547712704
2024-08-01,ETF_BuyHold_pair,63,0.9192957403634392
2024-08-02,ETF_BuyHold_pair,63,0.9137016506686273
2024-08-05,ETF_BuyHold_pair,63,0.9136679597531938
2024-08-06,ETF_BuyHold_pair,63,0.9038364297730173
2024-08-07,ETF_BuyHold_pair,63,0.9020922878564949
2024-08-08,ETF_BuyHold_pair,63,0.9024907435089614
2024-08-09,ETF_BuyHold_pair,63,0.9019924288950183
2024-08-12,ETF_BuyHold_pair,63,0.9026165792978634
2024-08-13,ETF_BuyHold_pair,63,0.9005767405557219
2024-08-14,ETF_BuyHold_pair,63,0.9008419269443241
2024-08-15,ETF_BuyHold_pair,63,0.902594788894314
2024-08-16,ETF_BuyHold_pair,63,0.8990938089167878
2024-08-19,ETF_BuyHold_pair,63,0.8992013084902598
2024-08-20,ETF_BuyHold_pair,63,0.8998069810451741
2024-08-21,ETF_BuyHold_pair,63,0.8970837527287832
2024-08-22,ETF_BuyHold_pair,63,0.8899991499950604
2024-08-23,ETF_BuyHold_pair,63,0.8868415589875889
2024-08-26,ETF_BuyHold_pair,63,0.8868209992090494
2024-08-27,ETF_BuyHold_pair,63,0.8814043756454139
2024-08-28,ETF_BuyHold_pair,63,0.884060207784275
2024-08-29,ETF_BuyHold_pair,63,0.8769977477460101
2024-08-30,ETF_BuyHold_pair,63,0.8815760558008645
2024-09-02,ETF_BuyHold_pair,63,0.8906649120105667
2024-09-03,ETF_BuyHold_pair,63,0.8780022874351696
